emp id,first name,last name,department,join date,monthly salary,birth date
HU383,Franklin,Hamilton,Human Resources,24-Oct-2021,8700,16-Jan-1975
HU390,Wilma,Watson,Human Resources,24-Oct-2021,8700,1-Feb-1975
HU392,Dean,Hayes,Human Resources,29-Oct-2021,8800,5-Nov-1973
HU397,Lenora,Cole,Human Resources,29-Oct-2021,8900,26-May-1972
HU399,Tara,Hayes,Human Resources,29-Oct-2021,8800,19-Dec-1973
HU447,Chelsea,Ramirez,Human Resources,4-Apr-2023,8900,9-Jun-1972
HU452,Kent,Bennett,Human Resources,4-Apr-2023,8700,14-Mar-1975
HU454,Sebastian,Ramirez,Human Resources,4-Apr-2023,8900,23-Jul-1972
HU460,Jermaine,Sullivan,Human Resources,12-Apr-2023,8900,6-Aug-1972
HU469,Harriet,Carter,Human Resources,18-Apr-2023,8800,2-Jan-1974
HU479,Ella,Brooks,Human Resources,26-Apr-2023,8600,5-Nov-1975
HU484,Lynda,Campbell,Human Resources,26-Apr-2023,8800,15-Feb-1974
HU486,Vanessa,Stone,Human Resources,26-Apr-2023,8600,19-Dec-1975
HU494,Ignacio,Howard,Human Resources,7-Dec-2024,8700,28-Apr-1975
HU503,Fabian,Foster,Human Resources,12-Dec-2024,8900,20-Sep-1972
HU510,Waylon,Cooper,Human Resources,12-Dec-2024,8900,4-Oct-1972
HU512,Curtis,Washington,Human Resources,21-Dec-2024,8600,2-Jan-1976
HU517,Lane,Russell,Human Resources,21-Dec-2024,8800,29-Mar-1974
HU519,Steve,Washington,Human Resources,21-Dec-2024,8600,15-Feb-1976
HU521,Ashley,Wilson,Human Resources,28-Dec-2024,8900,18-Nov-1972
HU522,Pearl,Wilson,Human Resources,28-Dec-2024,8900,2-Dec-1972
HU527,Joseph,Atkins,Human Resources,29-Dec-2024,8600,29-Mar-1976
IN030,Jalen,Wood,Information Technology,5-Jan-2012,9900,28-Apr-1963
IN040,Gabriel,Woods,Information Technology,14-Jan-2012,9700,14-Mar-1965
IN047,Wyatt,Sanders,Information Technology,14-Jan-2012,9700,28-Apr-1965
IN049,Denise,Hamilton,Information Technology,19-Jan-2012,9800,29-Mar-1964
IN054,Leonard,Owens,Information Technology,19-Jan-2012,9500,20-Sep-1966
IN056,Teresa,Hamilton,Information Technology,19-Jan-2012,9800,12-Apr-1964
IN058,Beverly,Nelson,Information Technology,28-Jan-2012,9700,12-May-1965
IN063,Julio,Parker,Information Technology,28-Jan-2012,9700,26-Jun-1965
IN065,Rebecca,Nelson,Information Technology,28-Jan-2012,9700,10-Jul-1965
IN119,Edwin,Porter,Information Technology,8-Sep-2015,9600,7-Sep-1965
IN124,Louise,Stone,Information Technology,8-Sep-2015,9900,12-May-1963
IN126,Troy,Palmer,Information Technology,8-Sep-2015,9600,21-Oct-1965
IN127,Casey,Richardson,Information Technology,17-Sep-2015,9800,26-May-1964
IN132,Kellan,Ramirez,Information Technology,17-Sep-2015,9500,4-Oct-1966
IN134,Salvador,Richardson,Information Technology,17-Sep-2015,9800,9-Jun-1964
IN141,Jefferson,Griffin,Information Technology,22-Sep-2015,9800,23-Jul-1964
IN151,Felix,Alexander,Information Technology,5-Mar-2016,9500,18-Nov-1966
IN158,Whitney,Howard,Information Technology,5-Mar-2016,9500,2-Dec-1966
IN160,Dana,Foster,Information Technology,11-Mar-2016,9900,26-Jun-1963
IN165,Laurence,Hayes,Information Technology,11-Mar-2016,9800,6-Aug-1964
IN167,Summer,Foster,Information Technology,11-Mar-2016,9900,10-Jul-1963
IN169,Austin,Young,Information Technology,18-Mar-2016,9600,5-Nov-1965
IN170,Phillip,Young,Information Technology,18-Mar-2016,9600,19-Dec-1965
IN175,Joshua,Jennings,Information Technology,19-Mar-2016,9900,24-Aug-1963
IN185,Isaac,Peter+son,Information Technology,28-Mar-2016,9600,2-Jan-1966
IN191,Aiden,Miller,Information Technology,1-Jul-2016,9800,20-Sep-1964
IN192,Neil,Miller,Information Technology,1-Jul-2016,9800,4-Oct-1964
IN193,Caleb,Collins,Information Technology,5-Nov-2017,9900,7-Sep-1963
IN198,Katherine,Murphy,Information Technology,5-Nov-2017,9800,18-Nov-1964
IN200,Roger,Collins,Information Technology,5-Nov-2017,9900,21-Oct-1963
IN207,Jasmine,Hughes,Information Technology,14-Nov-2017,9700,24-Aug-1965
IN217,Gerardo,Mcdonald,Information Technology,22-Nov-2017,9900,5-Nov-1963
IN317,Connie,Jenkins,Information Technology,3-May-2020,9600,15-Feb-1966
IN322,Kristopher,Washington,Information Technology,3-May-2020,9900,19-Dec-1963
IN324,Solomon,Jenkins,Information Technology,3-May-2020,9600,29-Mar-1966
IN326,Andrew,Thompson,Information Technology,10-May-2020,9500,16-Jan-1967
IN327,Omar,Thompson,Information Technology,10-May-2020,9500,1-Feb-1967
IN332,Johnny,Marshall,Information Technology,11-May-2020,9600,12-Apr-1966
IN340,Hiram,Cook,Information Technology,19-May-2020,9500,14-Mar-1967
IN349,Esther,Long,Information Technology,25-May-2020,9800,2-Dec-1964
IN356,Wade,Morris,Information Technology,25-May-2020,9800,16-Jan-1965
IN407,Jesse,West,Information Technology,3-Jul-2022,9500,28-Apr-1967
IN416,Hazel,Turner,Information Technology,8-Jul-2022,9800,1-Feb-1965
IN426,Elsa,Price,Information Technology,17-Jul-2022,9900,2-Jan-1964
IN431,Mabel,Edwards,Information Technology,17-Jul-2022,9600,26-May-1966
IN433,Vera,Carter,Information Technology,17-Jul-2022,9900,15-Feb-1964
IN436,Chris,Brooks,Information Technology,25-Jul-2022,9500,12-May-1967
IN441,Kiara,Ross,Information Technology,25-Jul-2022,9600,9-Jun-1966
IN443,Shannon,Brooks,Information Technology,25-Jul-2022,9500,26-Jun-1967
IN533,Donald,Ellis,Information Technology,31-Nov-2016,9500,10-Jul-1967
IN538,Lindsay,Brewer,Information Technology,31-Jun-2015,9600,23-Jul-1966
IN540,Toby,Ellis,Information Technology,31-Nov-2017,9500,24-Aug-1967
IN544,Gretchen,Meyers,Information Technology,31-Sep-2015,9600,6-Aug-1966
LE073,Harvey,Roberts,Legal & Compliance,1-Jun-2013,10800,7-Sep-1955
LE083,Ellie,Sanders,Legal & Compliance,10-Jun-2013,10600,19-Dec-1957
LE088,Lynne,Evans,Legal & Compliance,10-Jun-2013,10800,21-Oct-1955
LE090,Velma,Nelson,Legal & Compliance,10-Jun-2013,10600,2-Jan-1958
LE093,Chloe,Watson,Legal & Compliance,18-Jun-2013,10900,6-Aug-1954
LE098,Kevin,Barnes,Legal & Compliance,18-Jun-2013,10700,18-Nov-1956
LE100,Seth,Watson,Legal & Compliance,18-Jun-2013,10900,20-Sep-1954
LE106,Jerry,Cole,Legal & Compliance,26-Jun-2013,10900,4-Oct-1954
LE229,Edward,Torres,Legal & Compliance,1-Aug-2018,10700,2-Dec-1956
LE234,Louis,Pollard,Legal & Compliance,1-Aug-2018,10600,15-Feb-1958
LE236,Trisha,Rowe,Legal & Compliance,1-Aug-2018,10700,16-Jan-1957
LE237,Carrie,Cooper,Legal & Compliance,10-Aug-2018,10800,5-Nov-1955
LE242,Keith,Gray,Legal & Compliance,10-Aug-2018,10900,18-Nov-1954
LE244,Sabrina,Cooper,Legal & Compliance,10-Aug-2018,10800,19-Dec-1955
LE251,Jeff,Russell,Legal & Compliance,15-Aug-2018,10800,2-Jan-1956
LE261,Greg,Atkins,Legal & Compliance,24-Aug-2018,10800,15-Feb-1956
LE270,Damian,Simmons,Legal & Compliance,4-Feb-2019,10600,29-Mar-1958
LE275,Lauren,Diaz,Legal & Compliance,4-Feb-2019,10800,29-Mar-1956
LE277,Stuart,Simmons,Legal & Compliance,4-Feb-2019,10600,12-Apr-1958
LE279,Audrey,Lewis,Legal & Compliance,11-Feb-2019,10900,2-Dec-1954
LE280,Pris$cilla,Lewis,Legal & Compliance,11-Feb-2019,10900,16-Jan-1955
LE285,Josh,Norris,Legal & Compliance,12-Feb-2019,10600,26-May-1958
LE295,Iris,Torres,Legal & Compliance,21-Feb-2019,10700,1-Feb-1957
LE303,Farrah,Bryant,Legal & Compliance,26-Feb-2019,10900,1-Feb-1955
LE310,Wesley,Cox,Legal & Compliance,26-Feb-2019,10900,14-Mar-1955
LE311,Adrian,Garcia,Legal & Compliance,25-Jun-2019,11000,9-Jun-1954
LE312,Naomi,Garcia,Legal & Compliance,25-Jun-2019,11000,23-Jul-1954
LE362,Jared,Patterson,Legal & Compliance,7-Oct-2021,10900,28-Apr-1955
LE372,Geraldine,Gibson,Legal & Compliance,15-Oct-2021,10600,9-Jun-1958
LE382,Don,Fisher,Legal & Compliance,24-Oct-2021,10900,12-May-1955
LE387,Linda,Payne,Legal & Compliance,24-Oct-2021,10700,14-Mar-1957
LE389,Tina,Fisher,Legal & Compliance,24-Oct-2021,10900,26-Jun-1955
LE391,Bryce,Edwards,Legal & Compliance,29-Oct-2021,10600,23-Jul-1958
LE396,Kate,Bell,Legal & Compliance,29-Oct-2021,10800,12-Apr-1956
LE398,Rodney,Edwards,Legal & Compliance,29-Oct-2021,10600,6-Aug-1958
LE445,Amy,Martin,Legal & Compliance,3-Apr-2023,10800,26-May-1956
LE446,Octavia,Martin,Legal & Compliance,3-Apr-2023,10800,9-Jun-1956
LE451,John,Cruz,Legal & Compliance,4-Apr-2023,10700,28-Apr-1957
LE459,Hilda,Reed,Legal & Compliance,12-Apr-2023,10900,10-Jul-1955
LE468,Ernest,Powell,Legal & Compliance,18-Apr-2023,10800,23-Jul-1956
LE475,Vivian,Stewart,Legal & Compliance,18-Apr-2023,10800,6-Aug-1956
LE478,Colin,Coleman,Legal & Compliance,26-Apr-2023,10700,12-May-1957
LE483,Kristin,Flores,Legal & Compliance,26-Apr-2023,10600,20-Sep-1958
LE485,Sofia,Coleman,Legal & Compliance,26-Apr-2023,10700,26-Jun-1957
LE493,Frederic,Sullivan,Legal & Compliance,7-Dec-2024,10700,10-Jul-1957
LE500,Winston,Kelly,Legal & Compliance,7-Dec-2024,10700,24-Aug-1957
LE502,Deborah,Ford,Legal & Compliance,12-Dec-2024,10800,20-Sep-1956
LE507,Leon,Jordan,Legal & Compliance,12-Dec-2024,10900,24-Aug-1955
LE509,Terence,Ford,Legal & Compliance,12-Dec-2024,10800,4-Oct-1956
LE511,Betty,Ada$$ms,Legal & Compliance,21-Dec-2024,10700,7-Sep-1957
LE516,Julie,Campbell,Legal & Compliance,21-Dec-2024,10700,21-Oct-1957
LE518,Raul,Adams,Legal & Compliance,21-Dec-2024,10700,5-Nov-1957
LE526,Jaime,Bennett,Legal & Compliance,29-Dec-2024,10600,4-Oct-1958
MA028,Elias,Ramirez,Manufacturing & Production,5-Jan-2012,9100,26-May-1970
MA033,Luis,Mitchell,Manufacturing & Production,5-Jan-2012,9100,9-Jun-1970
MA035,Uma,Norris,Manufacturing & Production,5-Jan-2012,9100,23-Jul-1970
MA038,Chad,Torres,Manufacturing & Production,14-Jan-2012,9000,10-Jul-1971
MA043,Kendall,Kelly,Manufacturing & Production,14-Jan-2012,9100,6-Aug-1970
MA045,Santiago,Torres,Manufacturing & Production,14-Jan-2012,9000,24-Aug-1971
MA052,Jenny,Ford,Manufacturing & Production,19-Jan-2012,9000,7-Sep-1971
MA061,Hannah,Stone,Manufacturing & Production,28-Jan-2012,9200,12-May-1969
MA072,Ethan,Patterson,Manufacturing & Production,1-Jun-2013,7200,14-Mar-1987
MA079,Waldo,Bailey,Manufacturing & Production,1-Jun-2013,7200,28-Apr-1987
MA082,Connor,Perry,Manufacturing & Production,10-Jun-2013,7100,29-Mar-1988
MA087,Kurt,Butler,Manufacturing & Production,10-Jun-2013,7400,7-Sep-1985
MA089,Sonia,Perry,Manufacturing & Production,10-Jun-2013,7100,12-Apr-1988
MA091,Angel,Moore,Manufacturing & Production,17-Jun-2013,7000,18-Nov-1988
MA092,Pamela,Moore,Manufacturing & Production,17-Jun-2013,7000,2-Dec-1988
MA097,Jolene,Payne,Manufacturing & Production,18-Jun-2013,7100,26-May-1988
MA105,Holly,Bell,Manufacturing & Production,26-Jun-2013,7000,16-Jan-1989
MA116,Anthony,Lopez,Manufacturing & Production,7-Sep-2015,9300,9-Jun-1968
MA117,Paul,Lopez,Manufacturing & Production,7-Sep-2015,9300,23-Jul-1968
MA122,Jonathan,Rowe,Manufacturing & Production,8-Sep-2015,9400,7-Sep-1967
MA130,Hugh,Cooper,Manufacturing & Production,17-Sep-2015,9100,20-Sep-1970
MA139,Evan,Washington,Manufacturing & Production,22-Sep-2015,9000,21-Oct-1971
MA146,Walter,Bell,Manufacturing & Production,22-Sep-2015,9300,6-Aug-1968
MA149,Carla,Reed,Manufacturing & Production,5-Mar-2016,9200,26-Jun-1969
MA154,Katrina,Cox,Manufacturing & Production,5-Mar-2016,9300,20-Sep-1968
MA156,Rose,Reed,Manufacturing & Production,5-Mar-2016,9200,10-Jul-1969
MA163,Jayden,Simmons,Manufacturing & Production,11-Mar-2016,9200,24-Aug-1969
MA173,Glenda,Brewer,Manufacturing & Production,19-Mar-2016,9100,4-Oct-1970
MA183,Dustin,Cruz,Manufacturing & Production,28-Mar-2016,9300,4-Oct-1968
MA188,Lois,Holmes,Manufacturing & Production,28-Mar-2016,9400,21-Oct-1967
MA190,Tony,Cruz,Manufacturing & Production,28-Mar-2016,9300,18-Nov-1968
MA196,Helena,Edwards,Manufacturing & Production,5-Nov-2017,9300,2-Dec-1968
MA205,Emma,Ross,Manufacturing & Production,14-Nov-2017,9200,7-Sep-1969
MA212,Victoria,Campbell,Manufacturing & Production,14-Nov-2017,9200,21-Oct-1969
MA215,Claire,Bennett,Manufacturing & Production,22-Nov-2017,9 300,1-Jan-1950
MA220,Kirsten,Perry,Manufacturing & Production,22-Nov-2017,9400,5-Nov-1967
MA222,Shelly,Bennett,Manufacturing & Production,22-Nov-2017,9300,16-Jan-1969
MA224,Alexa,Anderson,Manufacturing & Production,29-Nov-2017,9000,5-Nov-1971
MA225,Oliver,Anderson,Manufacturing & Production,29-Nov-2017,9000,19-Dec-1971
MA226,Aaliyah,Smith,Manufacturing & Production,15-Jan-2018,8500,12-Apr-1976
MA227,Natalie,Smith,Manufacturing & Production,15-Jan-2018,8500,26-May-1976
MA228,Christina,Kelly,Manufacturing & Production,1-Aug-2018,7000,1-Feb-1989
MA233,Kim,Henderson,Manufacturing & Production,1-Aug-2018,7300,23-Jul-1986
MA235,Sharon,Kelly,Manufacturing & Production,1-Aug-2018,7000,14-Mar-1989
MA241,Jessica,Jordan,Manufacturing & Production,10-Aug-2018,7000,28-Apr-1989
MA250,Heather,Campbell,Manufacturing & Production,15-Aug-2018,7200,12-May-1987
MA260,Emerson,Bennett,Manufacturing & Production,24-Aug-2018,7400,21-Oct-1985
MA266,Vernon,Mitchell,Manufacturing & Production,24-Aug-2018,7400,5-Nov-1985
MA269,Blake,Carter,Manufacturing & Production,4-Feb-2019,7300,6-Aug-1986
MA274,June,Evans,Manufacturing & Production,4-Feb-2019,7400,19-Dec-1985
MA276,Reginald,Carter,Manufacturing & Production,4-Feb-2019,7300,20-Sep-1986
MA284,Jamal,Barnes,Manufacturing & Production,12-Feb-2019,7400,2-Jan-1986
MA294,Gabriella,Cole,Manufacturing & Production,21-Feb-2019,7100,9-Jun-1988
MA302,Dennis,Graham,Manufacturing & Production,26-Feb-2019,7200,26-Jun-1987
MA307,Leslie,Reynolds,Manufacturing & Production,26-Feb-2019,7000,12-May-1989
MA309,Terrance,Graham,Manufacturing & Production,26-Feb-2019,7200,10-Jul-1987
MA320,Jamie,Coleman,Manufacturing & Production,3-May-2020,9100,18-Nov-1970
MA330,Gary,Owens,Manufacturing & Production,11-May-2020,9400,19-Dec-1967
MA338,Devin,Cole,Manufacturing & Production,19-May-2020,9200,5-Nov-1969
MA343,Levi,Harrison,Manufacturing & Production,19-May-2020,9100,2-Dec-1970
MA345,Theodore,Cole,Manufacturing & Production,19-May-2020,9200,19-Dec-1969
MA347,Brenda,Turner,Manufacturing & Production,25-May-2020,9100,16-Jan-1971
MA352,Kara,Stewart,Manufacturing & Production,25-May-2020,9200,2-Jan-1970
MA354,Ricardo,Turner,Manufacturing & Production,25-May-2020,9100,1-Feb-1971
MA357,Mack,Collins,Manufacturing & Production,3-May-2021,6400,15-Feb-1984
MA361,Guadalupe,Norris,Manufacturing & Production,7-Oct-2021,7400,15-Feb-1986
